+0.23877 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23877 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23877 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23878 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23879 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23880 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23882 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23884 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23886 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23888 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23891 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23894 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23898 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23901 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23905 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23910 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23914 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23919 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23924 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23930 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23936 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23942 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23948 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23955 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23962 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23969 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23977 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23985 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.23993 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24001 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24010 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24019 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24029 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24038 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24048 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24058 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24069 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24080 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24091 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24103 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24114 -0.86286 -2.34498 +1.32105 -3.30833 +0.57208 -0.49831
+0.24127 -0.86286 -2.34498 +1.32105 -3.30832 +0.57208 -0.49831
+0.24139 -0.86286 -2.34498 +1.32105 -3.30832 +0.57208 -0.49831
+0.24152 -0.86286 -2.34498 +1.32105 -3.30831 +0.57208 -0.49831
+0.24165 -0.86286 -2.34498 +1.32105 -3.30829 +0.57208 -0.49831
+0.24178 -0.86286 -2.34498 +1.32105 -3.30828 +0.57208 -0.49831
+0.24192 -0.86286 -2.34498 +1.32105 -3.30826 +0.57208 -0.49831
+0.24205 -0.86286 -2.34498 +1.32105 -3.30824 +0.57208 -0.49831
+0.24220 -0.86286 -2.34498 +1.32105 -3.30821 +0.57208 -0.49831
+0.24234 -0.86286 -2.34498 +1.32105 -3.30818 +0.57208 -0.49831
+0.24249 -0.86286 -2.34498 +1.32105 -3.30815 +0.57208 -0.49831
+0.24264 -0.86286 -2.34498 +1.32105 -3.30812 +0.57208 -0.49831
+0.24279 -0.86286 -2.34498 +1.32105 -3.30808 +0.57208 -0.49831
+0.24295 -0.86286 -2.34498 +1.32105 -3.30804 +0.57208 -0.49831
+0.24311 -0.86286 -2.34498 +1.32105 -3.30800 +0.57208 -0.49831
+0.24327 -0.86286 -2.34498 +1.32105 -3.30795 +0.57208 -0.49831
+0.24344 -0.86286 -2.34498 +1.32105 -3.30790 +0.57208 -0.49831
+0.24361 -0.86286 -2.34498 +1.32105 -3.30785 +0.57208 -0.49831
+0.24378 -0.86286 -2.34498 +1.32105 -3.30780 +0.57208 -0.49831
+0.24396 -0.86286 -2.34498 +1.32105 -3.30774 +0.57208 -0.49831
+0.24413 -0.86286 -2.34498 +1.32105 -3.30768 +0.57208 -0.49831
+0.24431 -0.86286 -2.34498 +1.32105 -3.30761 +0.57208 -0.49831
+0.24450 -0.86286 -2.34498 +1.32105 -3.30755 +0.57208 -0.49831
+0.24469 -0.86286 -2.34498 +1.32105 -3.30748 +0.57208 -0.49831
+0.24488 -0.86286 -2.34498 +1.32105 -3.30740 +0.57208 -0.49831
+0.24507 -0.86286 -2.34498 +1.32105 -3.30733 +0.57208 -0.49831
+0.24526 -0.86286 -2.34498 +1.32105 -3.30725 +0.57208 -0.49831
+0.24546 -0.86286 -2.34498 +1.32105 -3.30717 +0.57208 -0.49831
+0.24567 -0.86286 -2.34498 +1.32105 -3.30708 +0.57208 -0.49831
+0.24587 -0.86286 -2.34498 +1.32105 -3.30700 +0.57208 -0.49831
+0.24608 -0.86286 -2.34498 +1.32105 -3.30690 +0.57208 -0.49831
+0.24629 -0.86286 -2.34498 +1.32105 -3.30681 +0.57208 -0.49831
+0.24650 -0.86286 -2.34498 +1.32105 -3.30671 +0.57208 -0.49831
+0.24672 -0.86286 -2.34498 +1.32105 -3.30661 +0.57208 -0.49831
+0.24694 -0.86286 -2.34498 +1.32105 -3.30651 +0.57208 -0.49831
+0.24716 -0.86286 -2.34498 +1.32105 -3.30641 +0.57208 -0.49831
+0.24739 -0.86286 -2.34498 +1.32105 -3.30630 +0.57208 -0.49831
+0.24762 -0.86286 -2.34498 +1.32105 -3.30618 +0.57208 -0.49831
+0.24785 -0.86286 -2.34498 +1.32105 -3.30607 +0.57208 -0.49831
+0.24808 -0.86286 -2.34498 +1.32105 -3.30595 +0.57208 -0.49831
+0.24832 -0.86286 -2.34498 +1.32105 -3.30583 +0.57208 -0.49831
+0.24856 -0.86286 -2.34498 +1.32105 -3.30571 +0.57208 -0.49831
+0.24881 -0.86286 -2.34498 +1.32105 -3.30558 +0.57208 -0.49831
+0.24905 -0.86286 -2.34498 +1.32105 -3.30545 +0.57208 -0.49831
